Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,label,class
DAPP1,0,14,0,9,6,1,0,0,3,54,5,0,0,17,1,0,6,1,0,103,0,93,6.681498285,2.688949838,17.64521019,9.438791853,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.502890078,0.077325257,4,100737981,100791344,204991.3,693,2.81E-06,0.40502,0.01892441,14,45.13514,94.62162,0.832462,56.49836,2.990164,44.02723,5.30E-07,5,3.388888889,0,0
MYOF,0,16,7,0,21,5,1,0,1,321,32,0,0,124,8,0,23,5,0,508,0,365,6.681498285,2.688949838,18.8064162,8.573647187,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10,95066187,95242074,458452.6,380,2.02E-06,0.4411567,0.01561411,7,51.54054,97.35135,0.8779213,142.9475,18.0459,44.16002,3.99E-05,12,2.928,0,0
KCNN2,0,8,0,3,7,2,1,0,1,136,9,1,0,65,3,0,8,2,0,226,0,207,6.681498285,2.688949838,12.79496246,9.948367232,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.393258336,0.090908524,5,113698016,113832196,7105.692,987,5.14E-06,0.3764867,3.09E-05,3,45.21622,89.02703,0.8914414,130.2262,21.48852,42.03102,4.02E-06,6,2.272727273,0,0
PPP4R1L,3,26,0,11,0,0,0,0,14,20,2,0,0,7,1,0,3,5,0,76,0,60,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.875,0,0
GGTA1P,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,8,0,8,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1,0,0
ALPI,0,1,0,8,0,0,1,0,2,107,5,0,0,67,3,0,1,0,0,193,0,168,1.185409269,5.355006772,18.04986556,7.584962501,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.849586661,0.011323304,2,233320833,233324740,271362.2,191,2.55E-06,0.52541,0.03194475,11,43.40541,77.56757,0.9584559,77.62295,5.17377,62.38667,1.84E-05,9,1.691176471,0,0
AAMP,0,14,0,9,5,0,0,0,5,34,4,0,0,16,6,0,5,0,0,88,0,81,11.32288931,0.215383415,19.47883123,7.62935662,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.046723999,0.000177701,2,219128853,219134893,730654.2,197,2.12E-06,0.47081,0.03339527,9,48.64865,91.7027,0.9124238,133.5246,16.67213,57.5039,3.37E-05,27,2.588235294,0,0
MIR548G,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
SNORD113-9,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,5,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
EIF2D,0,15,0,11,2,1,1,0,2,61,8,0,0,37,1,0,5,2,0,132,0,120,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,1.19E-05,21,1.868421053,0,0
SYK,0,8,0,2,6,3,1,0,0,125,10,0,0,62,2,0,7,3,0,209,0,179,6.681498285,2.688949838,16.94350153,9.084808388,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.792766019,0.168009298,9,93564012,93660841,126037.2,542,2.91E-06,0.42715,0.03235242,2,52,98.13514,0.8620808,115.1082,14.90164,48.93663,0.001095876,102,2.222222222,0,1
UROS,0,4,0,1,7,0,1,0,20,41,4,0,0,12,1,0,9,0,0,82,0,80,6.681498285,2.688949838,17.6915895,8.13442632,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10,127477148,127511837,211688.4,280,3.41E-06,0.433915,-0.00509964,7,51.18919,93.67568,0.8065173,107.0066,11.77377,46.75541,1.23E-05,11,3.538461538,0,0
TXNL1,0,12,0,5,5,1,0,0,3,44,7,0,0,15,2,0,6,1,0,87,0,84,6.681498285,2.688949838,16.33121438,9.761551232,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.084207466,0.000397732,18,54270055,54305920,82448,867,3.35E-06,0.39522,0.01488014,1,45.48649,95.40541,0.867122,122.0721,16.12131,35.32017,9.75E-05,58,3.375,0,0
ZNF184,0,14,0,12,3,5,1,0,0,170,15,0,0,53,2,0,4,5,0,266,0,212,6.681498285,2.688949838,17.30882961,9.245552706,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.076970177,0.000539616,6,27418522,27440897,162358.2,606,5.00E-06,0.40446,0.0372702,14,56.81081,99.62162,0.9563406,164.0197,25.5541,39.72734,5.56E-07,4,3.555555556,0,0
UBL3,0,32,0,10,0,0,1,0,0,25,4,0,0,4,0,0,17,0,0,59,0,69,6.681498285,2.688949838,18.29975045,8.392317423,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.119638223,0.001420373,13,30338546,30424820,322680.3,335,2.77E-06,0.401915,0.02062252,3,42.72973,89.7027,0.7858638,75.8623,2.439344,37.67192,3.05E-06,2,5.8,0,0
MLH1,0,13,0,4,10,5,3,0,5,111,28,1,0,40,11,0,14,5,0,212,0,183,6.681498285,2.688949838,18.58337847,8.888743249,-0.030797863,0.027660592,0.039305914,0.008533718,-0.13891836,0.037892304,0.760152771,0.113121577,3,37034841,37092335,392783.5,473,2.51E-06,0.42845,0.02126238,6,45.59459,94.05405,0.7823103,139.2689,17.99016,42.25727,0.00105292,125,3.780487805,1,1
URAD,0,0,0,1,0,0,0,0,0,16,5,0,0,10,0,0,0,0,0,32,0,28,6.681498285,2.688949838,18.24114432,9.2644426,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,13,28552243,28562774,309834.8,614,2.96E-06,0.44857,0.04684409,12,33.05405,61.08108,0.9166301,36.28525,0.2590164,49.56454,0.000152065,24.91374182,1.909090909,0,0
RRN3P3,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,1,2,0,46,0,43,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1,0,0
EPHX2,0,11,0,2,8,2,0,0,0,85,5,0,0,52,4,0,8,2,0,159,0,143,6.681498285,2.688949838,18.36142638,8.499845887,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.108340757,0.020163747,8,27348645,27402484,336774.2,361,2.18E-06,0.478325,0.03558962,7,48.13514,94.37838,0.8198167,118.4984,13.81967,50.45023,8.28E-07,6,1.811320755,0,0
Z97634.3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,8,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
SLC25A6,0,19,0,1,3,0,0,0,1,52,3,0,0,45,2,0,6,0,0,120,0,105,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000349517,76,1.239130435,0,0
XPO4,0,41,0,1,11,2,0,0,5,150,29,1,0,50,9,0,22,5,0,272,0,225,6.681498285,2.688949838,18.65690803,8.592457037,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,13,21351469,21476913,413321.4,385,2.35E-06,0.40851,0.04249367,9,44.97297,95.10811,0.8930927,117.9475,13.79016,38.02546,7.08E-05,29,3.725490196,0,0
MAP2K4,0,33,0,0,18,5,1,1,12,101,26,0,0,22,21,0,26,8,0,206,0,209,6.681498285,2.688949838,15.48415953,9.189824559,-0.06365323,0.051775057,0.035597805,0.011762282,-0.18121241,0.073684044,0.111620037,0.000669041,17,11924135,12047050,45833.92,583,3.57E-06,0.38914,-0.05217695,4,43.24324,89.45946,0.821842,106.6131,12.44262,37.49385,0.000151629,40,6.695652174,0,1
ALG2,0,17,0,0,4,1,0,0,0,51,4,0,0,18,0,0,5,3,0,87,0,79,9.628420906,0.336005562,17.63510024,8.682994584,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,101978708,101984246,203559.8,410,2.95E-06,0.41265,0.03705664,8,51.21622,90.43243,0.9281266,120.1738,15.40984,46.04293,1.25E-05,18,2.947368421,0,0
CASP5,0,0,0,4,13,1,1,0,1,125,8,0,0,33,7,0,14,1,0,178,0,161,1.961076835,3.447167214,15.46516174,9.292321633,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.899640446,0.005158727,11,104864967,104893895,45234.31,626,4.12E-06,0.37188,-0.02041726,5,50.59459,97.97297,0.8823794,139.4197,14.75738,40.82263,0,1,4.147058824,0,0
MAP2K2,0,1,0,0,3,1,1,0,2,67,4,0,0,36,1,0,4,2,0,110,0,99,6.681498285,2.688949838,21.11842532,7.499845887,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.210445287,0.007719428,19,4090329,4124126,2276561,180,2.62E-06,0.561795,0.03569998,29,38.48649,75.27027,0.8169401,38.1082,1.495082,59.84649,4.85E-05,29,1.972972973,0,1
C8orf76,0,5,0,6,3,0,1,0,0,50,6,0,0,19,2,1,5,0,0,88,0,85,8.684157462,0.555431315,19.05738469,7.426264755,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,8,124232231,124253617,545561.4,171,2.56E-06,0.46923,0.02214784,6,63.40541,93.51351,0.8460615,115.8,13.92131,41.11417,0,1,2.9,0,0
TUBBP5,0,0,4,0,0,0,0,0,20,0,0,0,39,0,0,0,0,0,0,63,0,56,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0,1,0,0,0
EIF3K,0,10,0,12,2,0,1,1,9,31,3,0,0,12,6,0,4,1,0,82,0,80,6.681498285,2.688949838,20.51291596,8.50779464,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,39109722,39127595,1496245,363,2.36E-06,0.51574,0.0271359,20,53.86486,97.86486,0.8827861,127.3607,16.12787,53.50521,2.01E-05,47,3.153846154,0,0
SCAND3,0,13,0,8,7,6,0,0,0,398,33,0,0,124,1,2,8,6,0,578,0,401,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,3.504,0,0
PELP1,0,1,3,2,3,4,1,0,1,146,8,0,0,51,1,0,5,4,0,212,0,183,6.681498285,2.688949838,20.25280285,7.8008999,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,4574680,4607632,1249398,222,2.09E-06,0.51179,0.02638748,17,41.35135,85.13514,0.9035434,52.87213,1.954098,57.58935,0.000175548,58,3.057692308,0,0
OR8K5,0,0,0,0,2,2,0,0,0,125,18,1,0,42,0,0,2,2,0,186,0,168,6.681498285,2.688949838,13.30230905,9.977279923,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,55926871,55927793,10100.69,1007,8.87E-06,0.3436,-0.03797167,28,48.7027,96.59459,1,117.7016,8.085246,39.03223,0.000152065,24.91374182,3.372093023,0,0
MITF,0,63,0,3,1,2,1,0,18,99,8,0,0,44,2,1,11,6,0,225,0,192,6.681498285,2.688949838,15.55199808,8.77148947,-0.03175969,0.03289551,0.041039355,0.013399321,-0.14518541,0.04215183,0.105194324,0.003529709,3,69788586,70017488,48040.65,436,2.96E-06,0.391835,-0.01459815,7,44.45946,94.08108,0.8352726,70.26885,2.672131,45.25858,8.49E-05,23,2.466666667,0,1
SLC26A11,0,7,0,1,1,2,2,0,8,109,3,0,0,49,1,0,4,2,0,177,0,156,6.681498285,2.688949838,19.38432634,7.781359714,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.150938466,0.014864743,17,78194200,78227306,684326,219,2.70E-06,0.5257,0.0172421,13,46.40541,91,0.8527129,113.118,15.34098,60.18163,0.000152065,24.91374182,2.3,0,0
FAM211B,1,0,0,0,0,0,0,2,5,40,1,0,0,14,0,0,0,2,0,61,0,55,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.866666667,0,0
GTF2A1,0,20,0,5,3,0,2,0,4,51,3,0,0,12,2,0,14,2,0,86,0,92,6.681498285,2.688949838,17.65739871,8.836050355,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.044322616,0.000398501,14,81646394,81687575,206730.5,456,2.90E-06,0.39876,-0.01578113,3,46.10811,93.24324,0.8903458,102.2525,12.45246,38.52491,0.000102592,52,4.307692308,0,0
UHRF1,0,0,0,0,0,0,0,0,4,0,0,0,121,0,3,0,2,1,0,125,0,112,6.681498285,2.688949838,19.59093073,7.960001932,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.388895393,0.031421432,19,4909510,4962164,789691.1,248,2.58E-06,0.52284,0.03227034,30,41.64865,85.05405,0.8591474,66.58689,2.537705,60.85926,0.000292569,49,3,0,0
RAB2A,0,12,0,1,3,1,2,0,1,27,4,0,0,16,1,0,5,1,0,62,0,58,6.681498285,2.688949838,17.83640731,9.002815016,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,8,61429559,61533629,234040.9,512,3.96E-06,0.401975,0.02449636,2,46.48649,85.91892,0.8250448,91.70492,8.711475,36.72683,0.000161915,67,1.941176471,0,0
SLC25A23,0,23,0,3,2,0,1,0,1,75,4,0,0,43,1,0,8,2,0,143,0,131,6.681498285,2.688949838,19.72251922,7.781359714,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,6440075,6459781,865106.1,219,2.79E-06,0.53167,0.03274363,31,43.08108,85.97297,0.8819408,70.91148,5.754098,58.33601,1.11E-05,5,1.818181818,0,0
AP3M2,0,13,0,7,10,3,0,0,15,73,3,0,0,26,2,0,16,3,0,133,0,122,9.048899584,0.689071497,19.14596895,8.581200582,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.075435375,0.006762232,8,42010464,42028702,580109.8,382,2.40E-06,0.45556,0.0453318,9,57.64865,99.37838,0.905006,182.823,31.87213,43.05077,9.31E-08,2,3,0,0
ZMYM1,0,2,0,2,13,5,1,0,1,146,21,1,0,51,3,0,15,5,0,226,0,187,6.681498285,2.688949838,19.5505794,8.611024797,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,35544972,35581454,767909.9,390,2.44E-06,0.40802,0.02203453,10,47.86486,96.08108,0.9573218,109.4852,10.18689,34.13223,5.64E-07,4,3.365384615,0,0
KCNJ14,0,17,0,0,1,1,1,0,0,66,2,0,0,31,0,0,5,2,0,112,0,103,6.681498285,2.688949838,20.43561838,7.714245518,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.676487239,0.033676289,19,48958766,48969367,1418188,209,2.77E-06,0.5281,0.04112041,26,44.83784,78.13514,0.943449,47.50164,1.937705,58.37085,0.000152065,24.91374182,2.15625,0,0
IL18R1,0,6,0,2,3,0,1,0,1,123,9,1,0,44,6,0,4,0,0,192,0,162,6.681498285,2.688949838,17.84499379,9.202123824,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,102979097,103015215,235438,588,2.56E-06,0.401465,0.006680041,8,54.02703,96.13514,0.9064088,111.6885,11.37377,36.04263,1.07E-07,2,3.066666667,0,0
CTD-2206N4.4,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,17,0,16,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
GTF2H3,0,9,0,1,2,1,0,0,1,48,4,1,0,18,3,0,6,1,0,81,0,78,6.681498285,2.688949838,19.73337437,8.303780748,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.547531077,0.028162697,12,124118381,124145334,871639.9,315,2.40E-06,0.44766,0.04018774,24,48.62162,94.78378,0.8762284,113.6164,12.38689,40.15199,2.12E-05,16,2.947368421,0,0
ARL5B,0,47,0,2,1,1,0,0,0,36,5,0,0,8,1,0,3,1,0,97,0,85,7.737165465,1.1864952,16.18106566,9.076815597,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.0644267,0.00036393,10,18948313,18966940,74298.54,539,6.14E-06,0.40523,-0.004680679,7,44.48649,90.27027,0.8446484,97.64262,7.095082,35.46598,1.37E-05,8,4.777777778,0,0
GZMH,0,9,0,3,2,0,0,0,0,49,3,0,0,16,1,2,2,0,0,83,0,78,6.681498285,2.688949838,19.77567795,9.187352073,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.783543613,0.039661965,14,25075693,25078864,897577.1,582,2.36E-06,0.40623,0.002688261,41,53.16216,96.48649,0.9230095,196.1672,37.88852,53.01063,0,1,3.117647059,0,0
BLOC1S6,0,19,0,5,1,0,0,0,2,15,5,1,0,5,2,0,2,0,0,53,0,51,6.681498285,2.688949838,17.61615107,8.531381461,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,15,45879417,45901908,200903.6,369,2.99E-06,0.424855,0.002939396,17,46.32432,91.75676,0.8663961,83.40984,5.498361,36.42771,0.000253552,42,3.666666667,0,0
CXCR6,16,13,0,1,1,0,0,0,0,49,3,0,0,27,0,0,1,0,0,109,0,92,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.866409073,0.012521959,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.857142857,0,0
POC5,0,6,0,0,3,4,0,0,5,73,4,0,0,20,0,0,3,4,0,108,0,100,6.681498285,2.688949838,18.01740707,9.243173983,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,5,74970033,75013313,265325.1,605,3.01E-06,0.389995,0.01885043,10,43.02703,94.27027,0.875396,75.46885,9.331148,39.37767,1.09E-06,5,3.857142857,0,0
SIT1,0,4,0,5,0,0,0,0,0,27,2,0,0,13,0,0,1,0,0,50,0,45,6.681498285,2.688949838,20.19715669,7.960001932,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.791028818,0.013044589,9,35649297,35650947,1202125,248,1.99E-06,0.47689,0.0373463,21,43.18919,86.72973,0.9907762,74.31148,5.75082,59.99297,5.52E-08,5,2.071428571,0,0
MAFK,0,33,0,3,0,0,0,0,0,14,2,0,0,10,0,0,5,0,0,57,0,49,6.681498285,2.688949838,19.18471048,7.930737338,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.231547924,0.030895143,7,1570368,1582678,595898.9,243,3.27E-06,0.61715,0.0383377,16,38.59459,64.2973,0.7866295,32.18361,0.8327869,60.20819,1.60E-05,15,1.454545455,0,0
MOGAT1,0,5,0,0,3,2,0,0,0,48,9,0,0,12,1,0,3,3,0,74,0,72,6.681498285,2.688949838,17.94221781,8.271463028,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,223536457,223574649,251851.2,308,2.60E-06,0.38897,0.0188844,5,50,93.86486,0.7334842,74.2918,7.888525,44.61006,0.000152065,24.91374182,4.615384615,0,0
OR4D9,0,0,0,0,5,1,0,0,0,94,2,0,0,49,0,0,5,1,0,145,0,133,6.681498285,2.688949838,18.71404927,8.988684687,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,59282386,59283328,430020.5,507,3.84E-06,0.38382,-0.001062101,17,56.21622,99.43243,1,222.3246,47.58689,47.86419,0.000152065,24.91374182,1.94,0,0
POLR2B,0,9,0,4,10,4,4,0,3,199,14,0,0,40,5,0,16,5,0,271,0,227,6.681498285,2.688949838,19.12245292,8.794415866,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.095920543,0.001498446,4,57845109,57897334,570730.6,443,3.75E-06,0.44295,0.03279168,12,48.08108,95.35135,0.9030558,128.9311,13.98361,37.0384,0.000237684,91,5.414634146,0,0
TET2,0,1,0,3,14,6,1,1,158,235,42,0,0,76,4,0,39,15,0,487,0,349,6.681498285,2.688949838,17.5236301,9.306061689,-0.036599353,0.023310442,0.028740356,0.005355286,-0.12052655,0.03384749,0.443918654,0.028839998,4,106067943,106200958,188423.9,632,2.64E-06,0.3705833,0.02428938,2,52.2973,98.2973,0.9675842,88.47541,3.488525,42.01812,1.10E-06,6,3.74025974,1,1
PSD,0,16,0,0,26,4,1,0,0,196,12,0,0,85,2,0,31,5,0,306,0,270,6.681498285,2.688949838,19.89651172,7.483815777,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.243898656,0.035652428,10,104162376,104178901,975992.3,178,1.70E-06,0.44789,0.03877799,20,40.97297,79.18919,0.9285754,87.94098,8.029508,62.27561,3.25E-07,2,2.488372093,0,0
SDHAP3,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,15,0,14,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
ZAR1,0,10,0,0,0,0,0,0,0,21,0,1,0,8,1,1,0,0,0,42,0,38,6.681498285,2.688949838,18.24266521,8.632995197,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.138061744,0.047963537,4,48492309,48496420,310161.6,396,3.44E-06,0.37692,0.05233688,11,34.78378,60.86486,0.9105148,57.62951,8.734426,43.33952,0.000152065,24.91374182,2.444444444,0,0
STK3,1,28,0,2,1,0,0,0,2,95,11,1,0,22,2,0,5,2,0,158,0,133,6.681498285,2.688949838,18.34420574,9.105908509,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.377252552,0.025605704,8,99466862,99837909,332778.2,550,3.34E-06,0.39338,0.02523613,10,49.7027,91.64865,0.7714185,70.17049,4.613115,34.97296,0.000479845,76,4.695652174,0,0
SLITRK3,0,72,0,19,13,5,0,0,0,385,25,0,0,146,0,0,23,5,0,637,0,467,6.681498285,2.688949838,14.69344503,10.36194377,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.337228834,0.093785663,3,164904518,164914469,26494.23,1315,7.90E-06,0.36024,-0.01668234,2,68.54054,98.67568,0.9915979,180.5082,27.56393,47.18826,0,1,2.823129252,0,0
ZCCHC16,1,80,0,17,3,0,0,0,0,106,15,0,0,45,0,1,4,1,0,263,0,206,6.681498285,2.688949838,15.99541209,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,23,111326253,111700473,65326.92,443.4357224,4.35E-06,0.38671,0.003188001,4,34.05405,87.35135,0.4600541,129.2131,14.05902,48.13589,0.000152065,24.91374182,2.630434783,0,0
ECHS1,0,9,0,0,0,2,0,0,0,49,4,0,0,22,3,0,0,2,0,87,0,81,6.681498285,2.688949838,18.56042987,8.885696373,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.014302493,1.68E-05,10,135175988,135186908,386585,472,4.41E-06,0.58641,0.0129668,17,47.05405,90.05405,0.8553051,81.68525,4.954098,49.92434,0.000123846,57,2.52173913,0,0
