Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,class
BLOC1S2,0.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,50.0,0.0,44,9.528561790999012,0.3707562568160087,20.030920335625943,7.636624620543648,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.14301687,0.012894821,10.0,102033713.0,102046439.0,1071291.0,198.0,2.114074e-06,0.42021,0.05584435,15.0,41.2973,86.94595,0.8768748,110.7541,10.71803,44.4695,6e-05,21.0,2.857142857142857,0
STAM2,0.0,18.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,77.0,3.0,0.0,0.0,29.0,3.0,0.0,1.0,2.0,0.0,135.0,0.0,110,6.681498285286242,2.68894983812042,18.58980107813166,7.774787059601174,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.0755546129999999,0.000560746,2.0,152973316.0,153032506.0,394536.0,218.0,2.133563e-06,0.4183949999999999,0.02350822,8.0,42.78378,87.27027,0.8719553,108.8426,9.121311,35.34987,0.0001387689999999,55.0,2.7666666666666666,0
TRAK1,0.0,12.0,0.0,8.0,6.0,0.0,1.0,0.0,71.0,140.0,8.0,0.0,0.0,83.0,3.0,1.0,10.0,3.0,0.0,320.0,0.0,259,6.681498285286242,2.68894983812042,18.258357619329807,8.330916878114618,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.7922899520000001,0.107568506,3.0,42132746.0,42267267.0,313553.7,321.0,2.202492e-06,0.44828,0.02913705,3.0,43.18919,90.72973,0.8537976,134.3574,17.6623,51.65906,1.01e-06,7.0,1.7976190476190477,0
ABHD6,0.0,13.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,51.0,2.0,0.0,0.0,19.0,0.0,0.0,3.0,0.0,0.0,87.0,0.0,77,7.868248037382544,1.5310609656350542,19.221277936501988,7.794415866350106,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.015211771,3.3600000000000004e-05,3.0,58223259.0,58280459.0,611196.0,221.0,2.068427e-06,0.4691899999999999,0.0433444,11.0,47.97297,97.08108,0.8609593000000001,114.1246,11.38689,48.15088,8.49e-08,2.0,2.65,0
PDZD11,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,26.0,5.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,48.0,0.0,48,6.681498285286242,2.68894983812042,17.719835983889734,8.594903589110126,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,23.0,69506211.0,69509798.0,215873.9,443.4357224118317,3.114484e-06,0.41775,0.05161119,12.0,34.05405,88.24324,0.8160568,48.2623,2.236066,46.63882,7.22e-06,7.0,3.4444444444444446,0
ARSG,0.0,12.0,0.0,16.0,0.0,0.0,1.0,0.0,3.0,92.0,9.0,0.0,0.0,39.0,0.0,0.0,2.0,0.0,0.0,170.0,0.0,147,6.397019096061461,2.0719011185134013,19.507906494890488,7.820178962415187,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,1.794713428,0.020473006,17.0,66255323.0,66417000.0,745528.8,225.0,2.513089e-06,0.4592367,-0.008384834,8.0,54.40541,99.24324,0.4558267,130.2557,15.48852,52.57748,0.0,1.0,2.525,0
PICALM,11.0,6.0,1.0,1.0,6.0,3.0,1.0,0.0,8.0,105.0,12.0,0.0,0.0,28.0,7.0,0.0,9.0,4.0,0.0,176.0,0.0,156,6.681498285286242,2.68894983812042,18.481599612762512,8.294620748891628,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.280172541,0.056086694,11.0,85668486.0,85780108.0,366028.3,313.0,2.609555e-06,0.393755,0.0111592,8.0,48.10811,94.08108,0.8574226999999999,96.99344,8.914753999999999,37.09513,0.000138182,57.0,4.379310344827586,0
CRYGB,0.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,20.0,0.0,1.0,5.0,0.0,0.0,70.0,0.0,70,6.681498285286242,2.68894983812042,18.296246328519867,8.784634845557521,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.915883646,0.004548167,2.0,209007298.0,209010877.0,321897.5,440.0,3.026767e-06,0.42865,0.005245077,10.0,47.64865,92.86486,0.9596612,147.9344,18.67541,49.4851,0.0,1.0,2.0476190476190474,0
LZTS1,0.0,51.0,0.0,6.0,5.0,1.0,0.0,0.0,1.0,131.0,7.0,0.0,0.0,84.0,0.0,0.0,9.0,1.0,0.0,276.0,0.0,213,6.681498285286242,2.68894983812042,17.26412917587352,9.211888294546004,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,1.347494037,0.0719612979999999,8.0,20103677.0,20112803.0,157404.8,592.0,3.246863e-06,0.4651899999999999,0.00929389,7.0,39.02703,78.45945999999999,0.9725021,110.0951,10.03934,63.39433,1.73e-07,3.0,1.6352941176470588,0
CNTN6,0.0,32.0,0.0,14.0,35.0,7.0,1.0,0.0,2.0,378.0,42.0,1.0,0.0,129.0,12.0,0.0,42.0,8.0,0.0,603.0,0.0,454,6.681498285286242,2.68894983812042,12.688342769806974,9.700439718141093,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.855513098,0.117572482,3.0,1134629.0,1445277.0,6599.423000000001,831.0,7.162914e-06,0.3622599999999999,-0.0234979999999999,2.0,41.67568,91.67568,0.8802517,118.5639,11.40984,38.71699,0.0001520652464862,24.913741820345034,3.376923076923077,0
VNN3,14.0,58.0,3.0,0.0,2.0,1.0,0.0,1.0,70.0,39.0,4.0,0.0,0.0,20.0,1.0,1.0,6.0,5.0,0.0,203.0,0.0,171,6.681498285286242,2.68894983812042,18.70293689136919,8.594903589110126,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,10.318351414958958,73868703.71494174,73933525.0491361,651465.5732789387,443.4357224118317,3.071750140921875e-06,0.4479311960039042,0.0200799657459558,15.394179438608576,47.73935778170025,89.37432302393663,0.8771654310377418,118.01485201911488,14.702477788808851,49.3463895895758,0.0001520652464862,24.913741820345034,2.1904761904761907,0
CCDC96,0.0,15.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,71.0,6.0,0.0,0.0,29.0,0.0,0.0,2.0,0.0,0.0,129.0,0.0,105,5.824110857346783,1.2459562084158669,18.81018563105605,8.73809225962049,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,4.0,7042576.0,7044728.0,459652.0,426.0,2.219408e-06,0.49372,0.06974139,13.0,42.13514,79.64865,0.9950678,163.5311,30.66885,55.76296,0.0001520652464862,24.913741820345034,2.566666666666667,0
KRT33A,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,47.0,1.0,0.0,3.0,1.0,0.0,148.0,0.0,133,6.681498285286242,2.68894983812042,20.333588871296588,8.731319031025064,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,17.0,39502371.0,39507056.0,1321356.0,424.0,2.853865e-06,0.44664,-0.005584705,49.0,72.13514,96.32432,0.9423421,128.7016,13.5377,57.72209,3.93e-07,3.0,2.125,0
ZBTB44,0.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,57.0,6.0,0.0,0.0,13.0,2.0,1.0,2.0,1.0,0.0,110.0,0.0,100,6.681498285286242,2.68894983812042,19.329124472461626,8.113742166049189,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,11.0,130096576.0,130184607.0,658636.2,276.0,2.566516e-06,0.45251,0.01824768,7.0,51.78378,98.7027,0.548383,99.47869,10.79344,43.05165,2.14e-05,22.0,4.642857142857143,0
CUL4B,26.0,9.0,0.0,0.0,8.0,5.0,1.0,0.0,9.0,165.0,33.0,0.0,0.0,37.0,7.0,0.0,10.0,5.0,0.0,285.0,0.0,203,6.681498285286242,2.68894983812042,18.668806057029247,8.594903589110126,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.7527656290000001,0.02421158,23.0,119658448.0,119709684.0,416744.2,443.4357224118317,3.010324e-06,0.39931,0.0144096,18.0,30.81081,78.67568,0.8848082,104.3213,11.21967,36.75406,0.00229542,332.0,5.526315789473684,0
SMC1B,0.0,11.0,0.0,0.0,14.0,3.0,0.0,2.0,1.0,184.0,36.0,0.0,0.0,47.0,7.0,0.0,14.0,5.0,0.0,286.0,0.0,216,6.681498285286242,2.68894983812042,18.81505488419286,7.6438561897747235,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,22.0,45739947.0,45809500.0,461206.0,199.0,2.236611e-06,0.4713199999999999,0.01727197,10.0,49.45946,95.45946,0.893854,140.541,19.3082,36.97327,2.45e-08,5.0,4.833333333333333,0
IMMP2L,0.0,15.0,0.0,4.0,3.0,0.0,0.0,0.0,5.0,46.0,2.0,0.0,0.0,16.0,2.0,0.0,3.0,1.0,0.0,89.0,0.0,79,6.681498285286242,2.68894983812042,16.049901713824784,9.768184324776929,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.110407625,0.001665645,7.0,110303110.0,111202347.0,67841.5,871.0,3.988267e-06,0.363506,-0.007160178,2.0,46.81081,95.83784,0.2561919,126.0393,14.70164,39.99401,0.0,1.0,2.9411764705882355,0
MTFR1,0.0,24.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,50.0,6.0,0.0,0.0,24.0,1.0,0.0,8.0,0.0,0.0,108.0,0.0,105,6.681498285286242,2.68894983812042,17.157664700690137,8.672425341971495,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.067648968,0.000922894,8.0,66556888.0,66622798.0,146207.2,407.0,4.2395e-06,0.41096,0.01558919,3.0,51.64865,92.7027,0.8488044,121.3377,11.75082,40.93228,2.52e-05,11.0,2.28,0
UPK3A,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,2.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,87.0,0.0,71,6.681498285286242,2.68894983812042,18.7469564356396,8.118941072723509,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.307131544,0.020388763,22.0,45680868.0,45691754.0,439941.8,277.0,2.378788e-06,0.5039899999999999,0.03214313,9.0,45.45946,89.40541,0.866693,101.082,10.50164,57.31449,1.96e-06,2.0,1.6451612903225807,0
PPM1G,0.0,12.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,5.0,1.0,0.0,26.0,2.0,0.0,3.0,1.0,0.0,105.0,0.0,91,6.681498285286242,2.68894983812042,20.247024666047064,7.491853096329675,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.846640373,0.017346123,2.0,27604062.0,27632496.0,1244404.0,179.0,1.885469e-06,0.47284,0.03924087,34.0,54.43243,93.7027,0.8118863000000001,163.7934,29.773770000000003,49.97136,0.000181065,76.0,2.5185185185185186,0
PTPLAD2,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,41.0,3.0,0.0,0.0,12.0,3.0,0.0,1.0,1.0,0.0,65.0,0.0,55,6.681498285286242,2.68894983812042,18.70293689136919,8.594903589110126,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,10.318351414958958,73868703.71494174,73933525.0491361,651465.5732789387,443.4357224118317,3.071750140921875e-06,0.4479311960039042,0.0200799657459558,15.394179438608576,47.73935778170025,89.37432302393663,0.8771654310377418,118.01485201911488,14.702477788808851,49.3463895895758,0.0001520652464862,24.913741820345034,3.692307692307693,0
C17orf58,0.0,9.0,0.0,4.0,2.0,1.0,0.0,0.0,10.0,11.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,40.0,0.0,43,7.879852068203201,0.8185314628399509,19.70462776641008,8.199672344836364,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,17.0,65987218.0,65989765.0,854443.8,293.0,2.434e-06,0.4036099999999999,-0.01227947,8.0,52.94595,96.2973,0.8791317,128.1705,11.56721,49.77618,0.0001520652464862,24.913741820345034,2.8,0
GRN,0.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,84.0,7.0,0.0,0.0,56.0,3.0,0.0,4.0,2.0,0.0,157.0,0.0,149,6.681498285286242,2.68894983812042,20.018753028439484,7.434628227636725,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.074410672,0.000433076,17.0,42422491.0,42430470.0,1062294.0,172.0,2.390563e-06,0.53049,0.03811348,29.0,47.40541,89.0,0.9566901,128.5934,14.20984,60.99281,0.000674644,72.0,1.6842105263157894,0
CCPG1,0.0,8.0,0.0,0.0,7.0,2.0,4.0,0.0,18.0,108.0,20.0,0.0,0.0,36.0,1.0,1.0,12.0,2.0,0.0,191.0,0.0,157,10.578520850461278,0.9102751858988836,18.02685948181869,8.632995197142957,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.0536260659999999,0.000303387,15.0,55647438.0,55700574.0,267069.2,396.0,3.640897e-06,0.42265,0.01082177,5.0,51.40541,97.32432,0.8928640999999999,150.6885,21.881970000000003,36.15292,0.0001965959999999,14.0,3.5405405405405403,0
ZNF658,1.0,19.0,0.0,3.0,10.0,3.0,2.0,0.0,0.0,224.0,21.0,0.0,0.0,57.0,0.0,0.0,13.0,3.0,0.0,324.0,0.0,230,6.681498285286242,2.68894983812042,14.079234757245631,10.023754353299417,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,9.0,40771402.0,40792112.0,17308.0,1040.0,5.343952e-06,0.40768,-0.04638727,4.0,50.10811,96.18919,0.9804325,279.2426,62.08852,40.01807,0.0001520652464862,24.913741820345034,4.275862068965517,0
CLSTN3,0.0,3.0,0.0,2.0,10.0,4.0,0.0,0.0,19.0,171.0,8.0,0.0,0.0,74.0,2.0,0.0,12.0,4.0,0.0,277.0,0.0,236,6.681498285286242,2.68894983812042,20.836508862450987,7.813781191217037,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.092464817,0.008180942,12.0,7282967.0,7311528.0,1872466.0,224.0,3.555081e-06,0.47047,0.03253917,44.0,52.83784,95.97297,0.899043,115.3279,13.61311,57.66266,0.0,1.0,2.466666666666667,0
FBXW9,0.0,10.0,0.0,11.0,1.0,0.0,0.0,1.0,9.0,55.0,5.0,0.0,0.0,31.0,1.0,0.0,1.0,2.0,0.0,121.0,0.0,108,6.681498285286242,2.68894983812042,20.908017994282428,7.774787059601174,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.094099284,0.000545177,19.0,12799730.0,12807455.0,1967616.0,218.0,2.83366e-06,0.50245,0.01483436,31.0,42.91892,81.37838,0.938491,79.29836,4.767213,62.9886,2.73e-06,5.0,1.9375,0
CCDC62,0.0,16.0,0.0,2.0,5.0,2.0,0.0,0.0,10.0,113.0,13.0,0.0,0.0,45.0,6.0,0.0,6.0,2.0,0.0,204.0,0.0,172,2.1591913622945498,1.3572949241755878,19.9456795833523,7.531381460516312,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.078102995,0.0105670789999999,12.0,123259073.0,123311925.0,1009828.0,184.0,2.302587e-06,0.47576,0.03967015,19.0,54.05405,95.97297,0.8867405,127.8098,15.7377,40.94672,0.0001520652464862,24.913741820345034,2.9130434782608696,0
TMEM209,0.0,3.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,73.0,6.0,0.0,0.0,26.0,5.0,0.0,3.0,1.0,0.0,120.0,0.0,109,6.681498285286242,2.68894983812042,18.660798505403065,8.060695931687555,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,7.0,129804555.0,129845338.0,414437.5,266.0,2.155975e-06,0.42118,0.03375455,8.0,53.83784,97.86486,0.8819063,85.74098000000001,9.177049,41.22386,0.0,1.0,3.1481481481481484,0
HTR6,0.0,2.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,0.0,35.0,0.0,0.0,6.0,1.0,0.0,128.0,0.0,122,6.681498285286242,2.68894983812042,19.566233204107245,8.060695931687555,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.331570379,0.050782381,1.0,19991780.0,20006054.0,776287.4,266.0,1.848007e-06,0.47585,0.03150374,15.0,40.40541,66.08108,0.9310648,80.1541,5.6098360000000005,63.7606,7.47e-06,26.0,2.305555555555556,0
KLHDC9,0.0,4.0,0.0,1.0,4.0,3.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,12.0,2.0,0.0,5.0,3.0,0.0,49.0,0.0,51,6.681498285286242,2.68894983812042,19.39421585748761,7.971543553950772,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,1.0,161068181.0,161070137.0,689033.1,250.0,3.264737e-06,0.48065,0.02271094,28.0,53.45946,87.62162,0.9553967,166.0918,28.87541,51.12892,0.0,1.0,2.5384615384615383,0
SRPK2,0.0,24.0,0.0,0.0,4.0,3.0,1.0,0.0,18.0,95.0,11.0,0.0,0.0,36.0,2.0,0.0,13.0,3.0,0.0,178.0,0.0,160,6.681498285286242,2.68894983812042,18.78843668811127,8.873444112515378,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.053909326,0.000451052,7.0,104756824.0,105029341.0,452774.6,468.0,2.56443e-06,0.4034975,0.03390909,3.0,50.37838,91.86486,0.6688414,117.082,13.419670000000002,43.78171,0.002185935,222.0,3.0,0
PHKG2,0.0,18.0,0.0,0.0,5.0,2.0,0.0,0.0,7.0,60.0,6.0,0.0,0.0,24.0,2.0,0.0,8.0,2.0,0.0,114.0,0.0,101,6.681498285286242,2.68894983812042,20.638456242757627,7.312882955284356,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.063617744,0.001099617,16.0,30759620.0,30772495.0,1632278.0,158.0,2.089755e-06,0.50883,0.06125464,51.0,47.94595,93.0,0.9050732,146.22299999999998,20.56066,56.89402,6.25e-05,27.0,2.8,0
RHBDF2,0.0,5.0,0.0,2.0,4.0,4.0,0.0,0.0,1.0,106.0,9.0,0.0,0.0,56.0,2.0,1.0,4.0,4.0,0.0,182.0,0.0,163,6.681498285286242,2.68894983812042,20.197271895262016,7.6293566200796095,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,17.0,74466975.0,74497508.0,1202221.0,197.0,2.301249e-06,0.5111899999999999,0.02923115,34.0,46.62162,85.62162,0.9010347,66.67541,4.363934,62.42621,2.3e-07,3.0,2.12280701754386,0
ATF5,0.0,7.0,0.0,3.0,17.0,0.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,23.0,0.0,0.0,18.0,1.0,0.0,83.0,0.0,90,10.102075432723677,1.3680603964563407,20.679258441305187,7.686500527183218,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.70736116,0.031736656,19.0,50431974.0,50437192.0,1679101.0,205.0,2.808024e-06,0.55405,0.04451574,53.0,32.78378,68.35135,0.8721661,36.90492,0.7409836,60.20476,1.86e-05,11.0,2.125,0
ZNF503,0.0,41.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,36.0,1.0,0.0,0.0,27.0,0.0,0.0,19.0,1.0,0.0,90.0,0.0,95,6.681498285286242,2.68894983812042,17.40628972272589,9.098032082960527,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.091296086,0.004549757,10.0,77157605.0,77161513.0,173705.2,547.0,2.015066e-06,0.4457899999999999,0.01308965,8.0,31.40541,52.62161999999999,0.9288421999999998,30.68197,0.03606557,67.33614,2.47e-06,7.0,1.3214285714285714,0
AC079354.1,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,4.0,29.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,3.0,0.0,51.0,0.0,43,6.681498285286242,2.68894983812042,18.70293689136919,8.594903589110126,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,10.318351414958958,73868703.71494174,73933525.0491361,651465.5732789387,443.4357224118317,3.071750140921875e-06,0.4479311960039042,0.0200799657459558,15.394179438608576,47.73935778170025,89.37432302393663,0.8771654310377418,118.01485201911488,14.702477788808851,49.3463895895758,0.0001520652464862,24.913741820345034,3.5,0
CHST15,0.0,41.0,0.0,11.0,4.0,1.0,0.0,0.0,8.0,150.0,12.0,0.0,0.0,63.0,1.0,0.0,6.0,2.0,0.0,283.0,0.0,221,6.681498285286242,2.68894983812042,17.189771483586494,9.306061689428342,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,10.0,125767186.0,125806241.0,149497.5,632.0,2.685819e-06,0.482915,0.0191928,7.0,46.64865,91.67568,0.9083811,111.2984,12.99344,47.4457,0.0,1.0,2.5625,0
CNOT1,0.0,26.0,0.0,12.0,27.0,6.0,3.0,1.0,27.0,400.0,44.0,0.0,0.0,106.0,13.0,2.0,32.0,10.0,0.0,625.0,0.0,447,6.681498285286242,2.68894983812042,19.332943019464107,7.584962500721158,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.143208448,0.001031448,16.0,58553856.0,58663750.0,660381.8,191.0,2.875645e-06,0.4597449999999999,0.007868918,17.0,50.0,96.67568,0.9062473,128.0525,13.71803,40.90421,0.000326548,46.0,4.336448598130841,0
SNCB,0.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,1.0,0.0,79.0,0.0,61,6.681498285286242,2.68894983812042,19.14477498114754,8.491853096329674,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.105855887,0.026311838,5.0,176047211.0,176057557.0,579629.9,359.0,3.019189e-06,0.54601,0.04016113,17.0,36.72973,75.64865,0.8572171999999999,71.06885,2.822951,58.87473000000001,3.2e-05,16.0,2.235294117647059,0
CDRT1,0.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,42.0,4.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,0.0,103.0,0.0,86,6.681498285286242,2.68894983812042,18.82532372990172,8.714245517666122,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,17.0,15491978.0,15523018.0,464500.5,419.0,3.362045e-06,0.44331,-0.02674653,6.0,49.81081,95.16216,0.8926218,212.9869,41.5541,47.83974,0.0001520652464862,24.913741820345034,1.9166666666666667,0
PLEKHA8,0.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,74.0,8.0,2.0,0.0,24.0,6.0,0.0,4.0,2.0,0.0,130.0,0.0,122,6.681498285286242,2.68894983812042,19.330926285214485,8.867278739709663,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.040554936,0.000434647,7.0,30068288.0,30130351.0,659459.3,466.0,2.516701e-06,0.4122149999999999,0.02551634,7.0,50.94595,94.10811,0.8808181,119.8852,15.05246,41.47394,0.0001042129999999,2.0,3.6,0
PCDHGA6,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,241.0,32.0,0.0,0.0,154.0,0.0,0.0,6.0,1.0,0.0,427.0,0.0,328,6.681498285286242,2.68894983812042,18.70293689136919,8.594903589110126,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,10.318351414958958,73868703.71494174,73933525.0491361,651465.5732789387,443.4357224118317,3.071750140921875e-06,0.4479311960039042,0.0200799657459558,15.394179438608576,47.73935778170025,89.37432302393663,0.8771654310377418,118.01485201911488,14.702477788808851,49.3463895895758,0.0001520652464862,24.913741820345034,1.767741935483871,0
PTPRF,0.0,48.0,0.0,2.0,2.0,2.0,2.0,0.0,19.0,330.0,14.0,0.0,0.0,168.0,9.0,0.0,12.0,3.0,0.0,581.0,0.0,405,6.681498285286242,2.68894983812042,19.926969436599503,7.515699838284043,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.8465126909999999,0.013952349,1.0,43996547.0,44089342.0,996816.2,182.0,1.684142e-06,0.49382,0.03297995,24.0,46.56757,88.81081,0.8981872,100.7836,10.20656,58.18778,8.37e-05,37.0,2.100591715976331,0
VIT,0.0,10.0,0.0,1.0,3.0,1.0,1.0,0.0,19.0,180.0,15.0,0.0,0.0,88.0,2.0,2.0,5.0,1.0,0.0,316.0,0.0,246,6.681498285286242,2.68894983812042,19.13893545963754,8.339850002884624,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.4439186536272007,0.0288399977075919,2.0,36923833.0,37041935.0,577288.5,323.0,2.382127e-06,0.41667,-0.0075619369999999,3.0,53.05405,95.94595,0.8613927,108.2361,9.386885,45.7505,0.0001520652464862,24.913741820345034,2.224719101123596,0
